
100,0.9,100,1000,0.10590791702270508,111
100,0.9,100,2000,0.1067042350769043,92
100,0.9,100,3000,0.10582923889160156,92
100,0.9,1000,1000,1.0696470737457275,78
100,0.9,1000,2000,1.0502510070800781,78
100,0.9,1000,3000,1.0812411308288574,74
100,0.9,10000,1000,1.1151010990142822,74
100,0.9,10000,2000,2.439275026321411,71
100,0.9,10000,3000,3.321552276611328,71
100,0.9,100000,1000,1.1824002265930176,73
100,0.9,100000,2000,2.392653703689575,77
100,0.9,100000,3000,3.465601921081543,73
100,0.91,100,1000,0.10644888877868652,73
100,0.91,100,2000,0.10670208930969238,89
100,0.91,100,3000,0.10580921173095703,86
100,0.91,1000,1000,1.0862667560577393,75
100,0.91,1000,2000,1.0822436809539795,75
100,0.91,1000,3000,1.073904037475586,69
100,0.91,10000,1000,1.1267640590667725,69
100,0.91,10000,2000,2.5383448600769043,77
100,0.91,10000,3000,3.6276261806488037,71
100,0.91,100000,1000,1.1618828773498535,71
100,0.91,100000,2000,2.7693870067596436,71
100,0.91,100000,3000,3.3381221294403076,71
100,0.92,100,1000,0.10706210136413574,80
100,0.92,100,2000,0.1074979305267334,88
100,0.92,100,3000,0.10561299324035645,88
100,0.92,1000,1000,1.0816850662231445,71
100,0.92,1000,2000,1.0768711566925049,71
100,0.92,1000,3000,1.0636699199676514,75
100,0.92,10000,1000,1.0964930057525635,77
100,0.92,10000,2000,2.298955202102661,66
100,0.92,10000,3000,3.2308292388916016,66
100,0.92,100000,1000,1.1051809787750244,72
100,0.92,100000,2000,2.1585237979888916,73
100,0.92,100000,3000,3.4690558910369873,75
100,0.93,100,1000,0.10817909240722656,75
100,0.93,100,2000,0.10794687271118164,81
100,0.93,100,3000,0.10582208633422852,83
100,0.93,1000,1000,1.064450979232788,78
100,0.93,1000,2000,1.0574820041656494,78
100,0.93,1000,3000,1.0500969886779785,79
100,0.93,10000,1000,1.3265259265899658,79
100,0.93,10000,2000,2.2337076663970947,77
100,0.93,10000,3000,3.359823226928711,73
100,0.93,100000,1000,1.1120777130126953,73
100,0.93,100000,2000,2.4885571002960205,73
100,0.93,100000,3000,3.327432870864868,72
100,0.94,100,1000,0.10389184951782227,72
100,0.94,100,2000,0.10726666450500488,101
100,0.94,100,3000,0.1051628589630127,92
100,0.94,1000,1000,1.0537230968475342,77
100,0.94,1000,2000,1.0532069206237793,77
